NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	81		Rejected!	
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	95		Rejected!	
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	29		Rejected!	
REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	27		Rejected!	
REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONES	12		Rejected!	
REACTOME_PERK_REGULATES_GENE_EXPRESSION	32		Rejected!	
REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES	50		Rejected!	
REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR	92		Rejected!	
REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONE_GENES	10		Rejected!	
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	84		Rejected!	
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	124		Rejected!	
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION	42		Rejected!	
REACTOME_OLFACTORY_SIGNALING_PATHWAY	400		Rejected!	
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCAGON_LIKE_PEPTIDE_1_GLP_1	20		Rejected!	
REACTOME_TRANSPORT_OF_SMALL_MOLECULES	728	34		
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	103		Rejected!	
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	53		Rejected!	
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING	146		Rejected!	
REACTOME_VASOPRESSIN_LIKE_RECEPTORS	6		Rejected!	
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	74		Rejected!	
REACTOME_RECEPTOR_TYPE_TYROSINE_PROTEIN_PHOSPHATASES	20		Rejected!	
REACTOME_CD28_CO_STIMULATION	33		Rejected!	
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING	22		Rejected!	
REACTOME_CD28_DEPENDENT_VAV1_PATHWAY	12		Rejected!	
REACTOME_OREXIN_AND_NEUROPEPTIDES_FF_AND_QRFP_BIND_TO_THEIR_RESPECTIVE_RECEPTORS	8		Rejected!	
REACTOME_CTLA4_INHIBITORY_SIGNALING	21		Rejected!	
REACTOME_ALPHA_OXIDATION_OF_PHYTANATE	6		Rejected!	
REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION	31		Rejected!	
REACTOME_BETA_OXIDATION_OF_PRISTANOYL_COA	9		Rejected!	
REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS	43		Rejected!	
REACTOME_PD_1_SIGNALING	28		Rejected!	
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING	33		Rejected!	
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	26		Rejected!	
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	23		Rejected!	
REACTOME_BETA_OXIDATION_OF_VERY_LONG_CHAIN_FATTY_ACIDS	11		Rejected!	
REACTOME_FOLDING_OF_ACTIN_BY_CCT_TRIC	10		Rejected!	
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	39		Rejected!	
REACTOME_STRIATED_MUSCLE_CONTRACTION	36		Rejected!	
REACTOME_MUSCARINIC_ACETYLCHOLINE_RECEPTORS	5		Rejected!	
REACTOME_DOPAMINE_RECEPTORS	5		Rejected!	
REACTOME_SEROTONIN_RECEPTORS	12		Rejected!	
REACTOME_ADRENOCEPTORS	9		Rejected!	
REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS	68		Rejected!	
REACTOME_PEROXISOMAL_LIPID_METABOLISM	29		Rejected!	
REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS	16		Rejected!	
REACTOME_PROTEIN_FOLDING	98		Rejected!	
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS	15		Rejected!	
REACTOME_LEUKOTRIENE_RECEPTORS	5		Rejected!	
REACTOME_PROSTANOID_LIGAND_RECEPTORS	9		Rejected!	
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	22		Rejected!	
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12	22		Rejected!	
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	25		Rejected!	
REACTOME_RAP1_SIGNALLING	16		Rejected!	
REACTOME_SIGNAL_AMPLIFICATION	33		Rejected!	
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR	19		Rejected!	
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING	42		Rejected!	
REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE	29		Rejected!	
REACTOME_EPHRIN_SIGNALING	19		Rejected!	
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS	51		Rejected!	
REACTOME_MUSCLE_CONTRACTION	195		Rejected!	
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	32		Rejected!	
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	31		Rejected!	
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION	16		Rejected!	
REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION	14		Rejected!	
REACTOME_CRMPS_IN_SEMA3A_SIGNALING	16		Rejected!	
REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION	10		Rejected!	
REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION	28		Rejected!	
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA	120		Rejected!	
REACTOME_CIRCADIAN_CLOCK	70		Rejected!	
REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION	11		Rejected!	
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	23		Rejected!	
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP	13		Rejected!	
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	24		Rejected!	
REACTOME_SIALIC_ACID_METABOLISM	33		Rejected!	
REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS	35		Rejected!	
REACTOME_CA2_PATHWAY	62		Rejected!	
REACTOME_PCP_CE_PATHWAY	92		Rejected!	
REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS	30		Rejected!	
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	216		Rejected!	
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS	80		Rejected!	
REACTOME_SEMA4D_MEDIATED_INHIBITION_OF_CELL_ATTACHMENT_AND_MIGRATION	8		Rejected!	
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	20		Rejected!	
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS	19		Rejected!	
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS	17		Rejected!	
REACTOME_P2Y_RECEPTORS	12		Rejected!	
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS	16		Rejected!	
REACTOME_PLATELET_HOMEOSTASIS	86		Rejected!	
REACTOME_REDUCTION_OF_CYTOSOLIC_CA_LEVELS	12		Rejected!	
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	28		Rejected!	
REACTOME_CGMP_EFFECTS	16		Rejected!	
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	144		Rejected!	
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1	25		Rejected!	
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	314		Rejected!	
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	48		Rejected!	
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING	14		Rejected!	
REACTOME_NETRIN_MEDIATED_REPULSION_SIGNALS	8		Rejected!	
REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND	10		Rejected!	
REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN_1_SIGNALING	10		Rejected!	
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	33		Rejected!	
REACTOME_NCAM1_INTERACTIONS	42		Rejected!	
REACTOME_LYSOSPHINGOLIPID_AND_LPA_RECEPTORS	14		Rejected!	
REACTOME_OPSINS	9		Rejected!	
REACTOME_CALCITONIN_LIKE_LIGAND_RECEPTORS	10		Rejected!	
REACTOME_TIGHT_JUNCTION_INTERACTIONS	30		Rejected!	
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	33		Rejected!	
REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS	39		Rejected!	
REACTOME_NECTIN_NECL_TRANS_HETERODIMERIZATION	7		Rejected!	
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	65		Rejected!	
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN	19		Rejected!	
REACTOME_REGULATION_OF_INSULIN_SECRETION	78		Rejected!	
REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	86		Rejected!	
REACTOME_BICARBONATE_TRANSPORTERS	10		Rejected!	
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	106		Rejected!	
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES	44		Rejected!	
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	250		Rejected!	
REACTOME_METAL_ION_SLC_TRANSPORTERS	26		Rejected!	
REACTOME_SODIUM_CALCIUM_EXCHANGERS	11		Rejected!	
REACTOME_SODIUM_PROTON_EXCHANGERS	9		Rejected!	
REACTOME_ARACHIDONATE_PRODUCTION_FROM_DAG	5		Rejected!	
REACTOME_CATION_COUPLED_CHLORIDE_COTRANSPORTERS	7		Rejected!	
REACTOME_SMALL_INTERFERING_RNA_SIRNA_BIOGENESIS	9		Rejected!	
REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION	68		Rejected!	
REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION	76		Rejected!	
REACTOME_MULTIFUNCTIONAL_ANION_EXCHANGERS	9		Rejected!	
REACTOME_SODIUM_COUPLED_PHOSPHATE_COTRANSPORTERS	5		Rejected!	
REACTOME_SPHINGOLIPID_METABOLISM	90		Rejected!	
REACTOME_ACTIVATION_OF_RAC1	13		Rejected!	
REACTOME_REGULATION_OF_COMMISSURAL_AXON_PATHFINDING_BY_SLIT_AND_ROBO	10		Rejected!	
REACTOME_INACTIVATION_OF_CDC42_AND_RAC1	8		Rejected!	
REACTOME_ORGANIC_ANION_TRANSPORTERS	10		Rejected!	
REACTOME_ROLE_OF_ABL_IN_ROBO_SLIT_SIGNALING	8		Rejected!	
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	24		Rejected!	
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	56		Rejected!	
REACTOME_DEADENYLATION_OF_MRNA	25		Rejected!	
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	16		Rejected!	
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	15		Rejected!	
REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING	12		Rejected!	
REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS	43		Rejected!	
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS	13		Rejected!	
REACTOME_PLATELET_SENSITIZATION_BY_LDL	17		Rejected!	
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	35		Rejected!	
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	56		Rejected!	
REACTOME_SODIUM_COUPLED_SULPHATE_DI_AND_TRI_CARBOXYLATE_TRANSPORTERS	5		Rejected!	
REACTOME_PROTON_COUPLED_MONOCARBOXYLATE_TRANSPORT	6		Rejected!	
REACTOME_FATTY_ACIDS_BOUND_TO_GPR40_FFAR1_REGULATE_INSULIN_SECRETION	8		Rejected!	
REACTOME_ZINC_TRANSPORTERS	17		Rejected!	
REACTOME_ZINC_EFFLUX_AND_COMPARTMENTALIZATION_BY_THE_SLC30_FAMILY	7		Rejected!	
REACTOME_RECYCLING_PATHWAY_OF_L1	49		Rejected!	
REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION	21		Rejected!	
REACTOME_BINDING_OF_TCF_LEF_CTNNB1_TO_TARGET_GENE_PROMOTERS	8		Rejected!	
REACTOME_DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA	15		Rejected!	
REACTOME_ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY	10		Rejected!	
REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS	19		Rejected!	
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_ADENYLATE_CYCLASE	12		Rejected!	
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII_CAMKK_CAMKIV_CASCASDE	8		Rejected!	
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING	28		Rejected!	
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS	94		Rejected!	
REACTOME_RAS_ACTIVATION_UPON_CA2_INFLUX_THROUGH_NMDA_RECEPTOR	20		Rejected!	
REACTOME_FREE_FATTY_ACID_RECEPTORS	5		Rejected!	
REACTOME_RSK_ACTIVATION	7		Rejected!	
REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS	8		Rejected!	
REACTOME_RELAXIN_RECEPTORS	8		Rejected!	
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	31		Rejected!	
REACTOME_SIGNAL_TRANSDUCTION_BY_L1	21		Rejected!	
REACTOME_SMOOTH_MUSCLE_CONTRACTION	38		Rejected!	
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	52		Rejected!	
REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX	32		Rejected!	
REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY	11		Rejected!	
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	78		Rejected!	
REACTOME_SYNTHESIS_OF_DOLICHYL_PHOSPHATE	6		Rejected!	
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	305		Rejected!	
REACTOME_SYNTHESIS_OF_GDP_MANNOSE	5		Rejected!	
REACTOME_SYNTHESIS_OF_UDP_N_ACETYL_GLUCOSAMINE	8		Rejected!	
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS	63		Rejected!	
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS	18		Rejected!	
REACTOME_REGULATION_OF_CYTOSKELETAL_REMODELING_AND_CELL_SPREADING_BY_IPP_COMPLEX_COMPONENTS	8		Rejected!	
REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING	140		Rejected!	
REACTOME_CELL_JUNCTION_ORGANIZATION	92		Rejected!	
REACTOME_NRCAM_INTERACTIONS	7		Rejected!	
REACTOME_CHL1_INTERACTIONS	9		Rejected!	
REACTOME_NEUROFASCIN_INTERACTIONS	7		Rejected!	
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING	57		Rejected!	
REACTOME_INTERLEUKIN_17_SIGNALING	71		Rejected!	
REACTOME_INTERLEUKIN_1_PROCESSING	9		Rejected!	
REACTOME_SIGNALING_BY_INTERLEUKINS	463		Rejected!	
REACTOME_OTHER_INTERLEUKIN_SIGNALING	24		Rejected!	
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES	31		Rejected!	
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	23		Rejected!	
REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1	22		Rejected!	
REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS	10		Rejected!	
REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA	17		Rejected!	
REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA	55		Rejected!	
REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA	17		Rejected!	
REACTOME_HUR_ELAVL1_BINDS_AND_STABILIZES_MRNA	8		Rejected!	
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	87		Rejected!	
REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA	17		Rejected!	
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	10		Rejected!	
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	30		Rejected!	
REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING	44		Rejected!	
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_PLURIPOTENT_STEM_CELLS	31		Rejected!	
REACTOME_MITOTIC_G2_G2_M_PHASES	200		Rejected!	
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	149		Rejected!	
REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS	71		Rejected!	
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS	32		Rejected!	
REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS	47		Rejected!	
REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS	64		Rejected!	
REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS	46		Rejected!	
REACTOME_DEGRADATION_OF_AXIN	55		Rejected!	
REACTOME_DEGRADATION_OF_DVL	57		Rejected!	
REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE	31		Rejected!	
REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION	21		Rejected!	
REACTOME_REPRESSION_OF_WNT_TARGET_GENES	14		Rejected!	
REACTOME_SUMOYLATION_OF_DNA_METHYLATION_PROTEINS	16		Rejected!	
REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS	11		Rejected!	
REACTOME_SIGNALING_BY_WNT_IN_CANCER	34		Rejected!	
REACTOME_SIGNALING_BY_CTNNB1_PHOSPHO_SITE_MUTANTS	15		Rejected!	
REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	29		Rejected!	
REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS	21		Rejected!	
REACTOME_GPCR_LIGAND_BINDING	463		Rejected!	
REACTOME_DEFECTIVE_GALNT3_CAUSES_FAMILIAL_HYPERPHOSPHATEMIC_TUMORAL_CALCINOSIS_HFTC	16		Rejected!	
REACTOME_DEFECTIVE_LFNG_CAUSES_SCDO3	5		Rejected!	
REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TN_POLYAGGLUTINATION_SYNDROME_TNPS	17		Rejected!	
REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4	15		Rejected!	
REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING	48		Rejected!	
REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD2_FZD5_AND_ROR2	13		Rejected!	
REACTOME_O_LINKED_GLYCOSYLATION	111		Rejected!	
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	39		Rejected!	
REACTOME_MITOPHAGY	29		Rejected!	
REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY	22		Rejected!	
REACTOME_UPTAKE_AND_FUNCTION_OF_ANTHRAX_TOXINS	11		Rejected!	
REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS	29		Rejected!	
REACTOME_REGULATED_NECROSIS	56		Rejected!	
REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY	27		Rejected!	
REACTOME_VEGFR2_MEDIATED_CELL_PROLIFERATION	19		Rejected!	
REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS	26		Rejected!	
REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION	106		Rejected!	
REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION	91		Rejected!	
REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION	109		Rejected!	
REACTOME_TOXICITY_OF_BOTULINUM_TOXIN_TYPE_D_BOTD	5		Rejected!	
REACTOME_MYOGENESIS	29		Rejected!	
REACTOME_DISEASES_OF_IMMUNE_SYSTEM	31		Rejected!	
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	35		Rejected!	
REACTOME_DNA_METHYLATION	65		Rejected!	
REACTOME_UPTAKE_AND_FUNCTION_OF_DIPHTHERIA_TOXIN	6		Rejected!	
REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS	29		Rejected!	
REACTOME_SIGNALING_BY_LRP5_MUTANTS	6		Rejected!	
REACTOME_SIGNALING_BY_RNF43_MUTANTS	8		Rejected!	
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY	26		Rejected!	
REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING	13		Rejected!	
REACTOME_PROGRAMMED_CELL_DEATH	208		Rejected!	
REACTOME_REGULATION_OF_TNFR1_SIGNALING	35		Rejected!	
REACTOME_TNFR1_INDUCED_NFKAPPAB_SIGNALING_PATHWAY	30		Rejected!	
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	65		Rejected!	
REACTOME_SIGNALING_BY_HEDGEHOG	150		Rejected!	
REACTOME_SYNTHESIS_OF_DIPHTHAMIDE_EEF2	8		Rejected!	
REACTOME_MISMATCH_REPAIR	15		Rejected!	
REACTOME_SIGNALING_BY_RETINOIC_ACID	43		Rejected!	
REACTOME_RELEASE_OF_HH_NP_FROM_THE_SECRETING_CELL	8		Rejected!	
REACTOME_RA_BIOSYNTHESIS_PATHWAY	22		Rejected!	
REACTOME_MITOCHONDRIAL_TRANSLATION	96		Rejected!	
REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_DVL_INTERACTING_PROTEINS	5		Rejected!	
REACTOME_DISEASES_OF_MISMATCH_REPAIR_MMR	5		Rejected!	
REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION	19		Rejected!	
REACTOME_ORGANIC_CATION_TRANSPORT	10		Rejected!	
REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT	15		Rejected!	
REACTOME_METABOLISM_OF_LIPIDS	741	31		
REACTOME_PHASE_4_RESTING_MEMBRANE_POTENTIAL	19		Rejected!	
REACTOME_PHASE_3_RAPID_REPOLARISATION	8		Rejected!	
REACTOME_CARDIAC_CONDUCTION	127		Rejected!	
REACTOME_PHASE_0_RAPID_DEPOLARISATION	32		Rejected!	
REACTOME_PHASE_2_PLATEAU_PHASE	15		Rejected!	
REACTOME_PHASE_1_INACTIVATION_OF_FAST_NA_CHANNELS	7		Rejected!	
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS	107		Rejected!	
REACTOME_PHYSIOLOGICAL_FACTORS	12		Rejected!	
REACTOME_ION_HOMEOSTASIS	54		Rejected!	
REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES	34		Rejected!	
REACTOME_PIWI_INTERACTING_RNA_PIRNA_BIOGENESIS	29		Rejected!	
REACTOME_IKBA_VARIANT_LEADS_TO_EDA_ID	7		Rejected!	
REACTOME_IRAK4_DEFICIENCY_TLR2_4	18		Rejected!	
REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING	62		Rejected!	
REACTOME_CLEC7A_DECTIN_1_INDUCES_NFAT_ACTIVATION	11		Rejected!	
REACTOME_CLEC7A_DECTIN_1_SIGNALING	100		Rejected!	
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS	18		Rejected!	
REACTOME_ORGANIC_ANION_TRANSPORT	5		Rejected!	
REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME	60		Rejected!	
REACTOME_HEDGEHOG_OFF_STATE	113		Rejected!	
REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS	122		Rejected!	
REACTOME_CILIUM_ASSEMBLY	202		Rejected!	
REACTOME_ABC_TRANSPORTER_DISORDERS	77		Rejected!	
REACTOME_SLC_TRANSPORTER_DISORDERS	99		Rejected!	
REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS	176		Rejected!	
REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE	97		Rejected!	
REACTOME_VXPX_CARGO_TARGETING_TO_CILIUM	21		Rejected!	
REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE	51		Rejected!	
REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM	23		Rejected!	
REACTOME_INTRAFLAGELLAR_TRANSPORT	54		Rejected!	
REACTOME_PYROPTOSIS	27		Rejected!	
REACTOME_DECTIN_2_FAMILY	26		Rejected!	
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS	140		Rejected!	
REACTOME_CD209_DC_SIGN_SIGNALING	21		Rejected!	
REACTOME_TRAFFICKING_OF_MYRISTOYLATED_PROTEINS_TO_THE_CILIUM	5		Rejected!	
REACTOME_RHO_GTPASES_ACTIVATE_PKNS	94		Rejected!	
